area,party,year,validVotes,personalVotes,listedMen,listedWomen,electedMen,electedWomen
Glostrup,Social Liberal Party,2009,197,92,4,1,0,0
Glostrup,Social Liberal Party,2013,332,149,4,2,0,0
Glostrup,Social Liberal Party,2017,332,167,3,1,0,0
Glostrup,Conservative Peoples Party,2005,864,588,8,4,0,1
Glostrup,Conservative Peoples Party,2009,930,613,5,5,1,1
Glostrup,Conservative Peoples Party,2013,401,281,4,2,0,0
Glostrup,Conservative Peoples Party,2017,427,286,5,0,1,0
Glostrup,Nye Borgerlige,2005,0,0,0,0,0,0
Glostrup,Nye Borgerlige,2009,0,0,0,0,0,0
Glostrup,Nye Borgerlige,2013,0,0,0,0,0,0
Glostrup,Nye Borgerlige,2017,159,86,2,1,0,0
Glostrup,Socialist Peoples Party,2005,814,519,8,7,1,1
Glostrup,Socialist Peoples Party,2009,1760,873,6,9,1,3
Glostrup,Socialist Peoples Party,2013,679,439,7,4,0,1
Glostrup,Socialist Peoples Party,2017,647,407,5,2,1,0
Glostrup,Liberal Alliance,2005,0,0,0,0,0,0
Glostrup,Liberal Alliance,2009,0,0,0,0,0,0
Glostrup,Liberal Alliance,2013,180,68,2,0,0,0
Glostrup,Liberal Alliance,2017,86,26,1,0,0,0
Glostrup,Danish Peoples Party (1997-),2005,1058,546,7,4,2,0
Glostrup,Danish Peoples Party (1997-),2009,1396,749,9,3,1,2
Glostrup,Danish Peoples Party (1997-),2013,1870,1018,9,4,2,1
Glostrup,Danish Peoples Party (1997-),2017,1389,751,5,4,1,1
Glostrup,The Slesvig Party,2005,0,0,0,0,0,0
Glostrup,The Slesvig Party,2009,0,0,0,0,0,0
Glostrup,The Slesvig Party,2013,0,0,0,0,0,0
Glostrup,The Slesvig Party,2017,0,0,0,0,0,0
Glostrup,Liberal Democratic Party,2005,1743,1093,12,2,3,1
Glostrup,Liberal Democratic Party,2009,1738,1213,9,2,2,1
Glostrup,Liberal Democratic Party,2013,3289,2524,12,4,4,3
Glostrup,Liberal Democratic Party,2017,3438,2680,14,5,4,3
Glostrup,Unity List,2005,287,168,3,1,0,0
Glostrup,Unity List,2009,175,79,1,2,0,0
Glostrup,Unity List,2013,787,327,3,2,1,0
Glostrup,Unity List,2017,601,224,3,1,1,0
Glostrup,The Alternative,2005,0,0,0,0,0,0
Glostrup,The Alternative,2009,0,0,0,0,0,0
Glostrup,The Alternative,2013,0,0,0,0,0,0
Glostrup,The Alternative,2017,215,129,2,1,0,0
Glostrup,"Letters not reserved, total",2005,432,358,3,2,0,0
Glostrup,"Letters not reserved, total",2009,482,352,3,2,1,0
Glostrup,"Letters not reserved, total",2013,336,242,5,7,0,0
Glostrup,"Letters not reserved, total",2017,25,15,1,0,0,0
Herlev,Social Democratic Party,2005,8312,7058,14,6,10,2
Herlev,Social Democratic Party,2009,7221,5953,13,4,9,2
Herlev,Social Democratic Party,2013,8604,7271,12,6,7,6
Herlev,Social Democratic Party,2017,8497,7088,13,8,7,5
Herlev,Social Liberal Party,2005,579,327,7,1,1,0
Herlev,Social Liberal Party,2009,322,234,8,1,0,0
Herlev,Social Liberal Party,2013,413,283,6,1,0,0
Herlev,Social Liberal Party,2017,396,265,4,2,0,0
Herlev,Conservative Peoples Party,2005,1154,739,7,4,1,1
Herlev,Conservative Peoples Party,2009,1122,745,6,3,1,1
Herlev,Conservative Peoples Party,2013,1042,773,7,1,1,0
Herlev,Conservative Peoples Party,2017,1592,1166,8,4,1,1
Herlev,Nye Borgerlige,2005,0,0,0,0,0,0
Herlev,Nye Borgerlige,2009,0,0,0,0,0,0
Herlev,Nye Borgerlige,2013,0,0,0,0,0,0
Herlev,Nye Borgerlige,2017,0,0,0,0,0,0
Herlev,Socialist Peoples Party,2005,1211,769,6,11,1,1
Herlev,Socialist Peoples Party,2009,2304,1549,10,8,2,2
Herlev,Socialist Peoples Party,2013,976,733,6,8,1,0
Herlev,Socialist Peoples Party,2017,987,762,4,6,1,0
Herlev,Liberal Alliance,2005,0,0,0,0,0,0
Herlev,Liberal Alliance,2009,80,72,2,0,0,0
Herlev,Liberal Alliance,2013,274,135,2,1,0,0
Herlev,Liberal Alliance,2017,114,39,2,1,0,0
Herlev,Danish Peoples Party (1997-),2005,934,519,3,2,1,0
Herlev,Danish Peoples Party (1997-),2009,845,446,2,3,1,0
Herlev,Danish Peoples Party (1997-),2013,1221,629,3,4,2,0
Herlev,Danish Peoples Party (1997-),2017,1070,510,4,5,1,0
Herlev,The Slesvig Party,2005,0,0,0,0,0,0
Herlev,The Slesvig Party,2009,0,0,0,0,0,0
Herlev,The Slesvig Party,2013,0,0,0,0,0,0
Herlev,The Slesvig Party,2017,0,0,0,0,0,0
Herlev,Liberal Democratic Party,2005,1020,517,9,4,0,1
Herlev,Liberal Democratic Party,2009,844,453,6,5,0,1
Herlev,Liberal Democratic Party,2013,1164,617,7,3,1,0
Herlev,Liberal Democratic Party,2017,728,408,9,2,1,0
Herlev,Unity List,2005,459,250,2,3,0,0
Herlev,Unity List,2009,258,146,1,2,0,0
Herlev,Unity List,2013,967,472,3,2,1,0
Herlev,Unity List,2017,1130,690,3,5,1,1
Herlev,The Alternative,2005,0,0,0,0,0,0
Herlev,The Alternative,2009,0,0,0,0,0,0
Herlev,The Alternative,2013,0,0,0,0,0,0
Herlev,The Alternative,2017,222,116,2,0,0,0
Herlev,"Letters not reserved, total",2005,181,132,3,1,0,0
Herlev,"Letters not reserved, total",2009,0,0,0,0,0,0
Herlev,"Letters not reserved, total",2013,0,0,0,0,0,0
Herlev,"Letters not reserved, total",2017,121,90,4,2,0,0
Hvidovre,Social Democratic Party,2005,11912,9973,13,5,6,5
Hvidovre,Social Democratic Party,2009,7221,4690,15,4,5,2
Hvidovre,Social Democratic Party,2013,8937,6061,12,4,5,3
Hvidovre,Social Democratic Party,2017,8992,6306,15,5,5,3
Hvidovre,Social Liberal Party,2005,766,296,6,2,0,0
Hvidovre,Social Liberal Party,2009,363,135,3,2,0,0
Hvidovre,Social Liberal Party,2013,625,251,1,2,0,0
Hvidovre,Social Liberal Party,2017,564,236,2,2,0,0
Hvidovre,Conservative Peoples Party,2005,1234,673,6,2,1,0
Hvidovre,Conservative Peoples Party,2009,1597,930,4,3,1,0
Hvidovre,Conservative Peoples Party,2013,1832,1342,7,3,1,0
Hvidovre,Conservative Peoples Party,2017,2085,1490,8,3,1,1
Hvidovre,Nye Borgerlige,2005,0,0,0,0,0,0
Hvidovre,Nye Borgerlige,2009,0,0,0,0,0,0
Hvidovre,Nye Borgerlige,2013,0,0,0,0,0,0
Hvidovre,Nye Borgerlige,2017,336,165,3,0,0,0
Hvidovre,Socialist Peoples Party,2005,1277,667,5,3,1,0
Hvidovre,Socialist Peoples Party,2009,3667,1813,8,4,2,2
Hvidovre,Socialist Peoples Party,2013,1569,947,6,5,1,0
Hvidovre,Socialist Peoples Party,2017,2806,1817,3,5,2,1
Hvidovre,Liberal Alliance,2005,0,0,0,0,0,0
Hvidovre,Liberal Alliance,2009,0,0,0,0,0,0
Hvidovre,Liberal Alliance,2013,519,228,3,0,0,0
Hvidovre,Liberal Alliance,2017,279,145,1,0,0,0
Hvidovre,Danish Peoples Party (1997-),2005,2351,1341,8,4,1,1
Hvidovre,Danish Peoples Party (1997-),2009,3242,1971,10,4,2,1
Hvidovre,Danish Peoples Party (1997-),2013,5238,3291,10,5,3,2
Hvidovre,Danish Peoples Party (1997-),2017,3671,2281,7,4,2,1
Hvidovre,The Slesvig Party,2005,0,0,0,0,0,0
Hvidovre,The Slesvig Party,2009,0,0,0,0,0,0
Hvidovre,The Slesvig Party,2013,0,0,0,0,0,0
Hvidovre,The Slesvig Party,2017,0,0,0,0,0,0
Hvidovre,Liberal Democratic Party,2005,2350,1107,8,6,2,0
Hvidovre,Liberal Democratic Party,2009,1786,757,5,3,1,1
Hvidovre,Liberal Democratic Party,2013,2437,1143,4,4,1,1
Hvidovre,Liberal Democratic Party,2017,2164,1195,3,4,1,1
Hvidovre,Unity List,2005,0,0,0,0,0,0
Hvidovre,Unity List,2009,0,0,0,0,0,0
Hvidovre,Unity List,2013,2164,939,5,4,1,0
Hvidovre,Unity List,2017,1568,644,4,3,1,0
Hvidovre,The Alternative,2005,0,0,0,0,0,0
Hvidovre,The Alternative,2009,0,0,0,0,0,0
Hvidovre,The Alternative,2013,0,0,0,0,0,0
Hvidovre,The Alternative,2017,648,430,4,1,0,0
Hvidovre,"Letters not reserved, total",2005,4358,3469,25,15,2,2
Hvidovre,"Letters not reserved, total",2009,4272,3074,17,12,2,2
Hvidovre,"Letters not reserved, total",2013,3754,2838,15,14,2,1
Hvidovre,"Letters not reserved, total",2017,3478,2659,17,9,1,1
Høje-Taastrup,Social Democratic Party,2005,9740,7440,13,6,5,4
Høje-Taastrup,Social Democratic Party,2009,7335,5929,19,5,5,2
Høje-Taastrup,Social Democratic Party,2013,7168,5748,10,5,5,2
Høje-Taastrup,Social Democratic Party,2017,6114,4328,10,5,3,2
Høje-Taastrup,Social Liberal Party,2005,1131,756,7,4,1,0
Høje-Taastrup,Social Liberal Party,2009,995,846,7,2,1,0
Høje-Taastrup,Social Liberal Party,2013,977,650,8,4,0,0
Høje-Taastrup,Social Liberal Party,2017,707,535,4,1,1,0
Høje-Taastrup,Conservative Peoples Party,2005,3678,2943,12,5,2,2
Høje-Taastrup,Conservative Peoples Party,2009,8931,8278,14,4,7,2
Høje-Taastrup,Conservative Peoples Party,2013,10476,9928,17,7,7,2
Høje-Taastrup,Conservative Peoples Party,2017,11979,11113,12,9,6,6
Høje-Taastrup,Nye Borgerlige,2005,0,0,0,0,0,0
Høje-Taastrup,Nye Borgerlige,2009,0,0,0,0,0,0
Høje-Taastrup,Nye Borgerlige,2013,0,0,0,0,0,0
Høje-Taastrup,Nye Borgerlige,2017,0,0,0,0,0,0
Høje-Taastrup,Socialist Peoples Party,2005,824,410,4,3,1,0
Høje-Taastrup,Socialist Peoples Party,2009,2341,1299,5,5,1,1
Høje-Taastrup,Socialist Peoples Party,2013,973,686,4,4,0,1
Høje-Taastrup,Socialist Peoples Party,2017,870,580,6,1,0,0
Høje-Taastrup,Liberal Alliance,2005,0,0,0,0,0,0
Høje-Taastrup,Liberal Alliance,2009,23,13,2,0,0,0
Høje-Taastrup,Liberal Alliance,2013,314,136,5,0,0,0
Høje-Taastrup,Liberal Alliance,2017,197,105,4,0,0,0
Høje-Taastrup,Danish Peoples Party (1997-),2005,2556,1538,4,1,2,0
Høje-Taastrup,Danish Peoples Party (1997-),2009,1924,1094,7,2,1,0
Høje-Taastrup,Danish Peoples Party (1997-),2013,2627,1527,4,1,2,0
Høje-Taastrup,Danish Peoples Party (1997-),2017,1936,1043,3,2,1,0
Høje-Taastrup,The Slesvig Party,2005,0,0,0,0,0,0
Høje-Taastrup,The Slesvig Party,2009,0,0,0,0,0,0
Høje-Taastrup,The Slesvig Party,2013,0,0,0,0,0,0
Høje-Taastrup,The Slesvig Party,2017,0,0,0,0,0,0
Høje-Taastrup,Liberal Democratic Party,2005,3935,2805,10,3,3,1
Høje-Taastrup,Liberal Democratic Party,2009,1158,694,7,3,1,0
Høje-Taastrup,Liberal Democratic Party,2013,1428,923,7,3,1,0
Høje-Taastrup,Liberal Democratic Party,2017,787,530,4,3,0,0
Høje-Taastrup,Unity List,2005,401,211,1,2,0,0
Høje-Taastrup,Unity List,2009,285,160,3,2,0,0
Høje-Taastrup,Unity List,2013,1332,668,7,3,1,0
Høje-Taastrup,Unity List,2017,1153,510,6,0,1,0
Høje-Taastrup,The Alternative,2005,0,0,0,0,0,0
Høje-Taastrup,The Alternative,2009,0,0,0,0,0,0
Høje-Taastrup,The Alternative,2013,0,0,0,0,0,0
Høje-Taastrup,The Alternative,2017,579,390,4,1,0,0
Høje-Taastrup,"Letters not reserved, total",2005,394,306,7,6,0,0
Høje-Taastrup,"Letters not reserved, total",2009,32,19,2,0,0,0
Høje-Taastrup,"Letters not reserved, total",2013,102,64,1,1,0,0
Høje-Taastrup,"Letters not reserved, total",2017,824,782,6,1,1,0
Ishøj,Social Democratic Party,2005,4887,4050,12,5,6,3
Ishøj,Social Democratic Party,2009,4878,4041,11,5,7,4
Ishøj,Social Democratic Party,2013,5549,4615,13,6,7,4
Ishøj,Social Democratic Party,2017,5267,4373,9,6,6,5
Ishøj,Social Liberal Party,2005,0,0,0,0,0,0
Ishøj,Social Liberal Party,2009,0,0,0,0,0,0
Ishøj,Social Liberal Party,2013,310,254,1,1,0,0
Ishøj,Social Liberal Party,2017,231,133,1,2,0,0
Ishøj,Conservative Peoples Party,2005,714,512,8,2,1,0
Ishøj,Conservative Peoples Party,2009,491,323,6,2,1,0
Ishøj,Conservative Peoples Party,2013,351,257,2,1,0,0
Ishøj,Conservative Peoples Party,2017,405,288,2,1,0,0
Ishøj,Nye Borgerlige,2005,0,0,0,0,0,0
Ishøj,Nye Borgerlige,2009,0,0,0,0,0,0
Ishøj,Nye Borgerlige,2013,0,0,0,0,0,0
Ishøj,Nye Borgerlige,2017,0,0,0,0,0,0
Ishøj,Socialist Peoples Party,2005,1109,842,7,1,2,0
Ishøj,Socialist Peoples Party,2009,1540,1181,7,3,3,0
Ishøj,Socialist Peoples Party,2013,1120,991,5,3,2,0
Ishøj,Socialist Peoples Party,2017,939,812,2,2,1,1
Ishøj,Liberal Alliance,2005,0,0,0,0,0,0
Ishøj,Liberal Alliance,2009,0,0,0,0,0,0
Ishøj,Liberal Alliance,2013,141,75,2,1,0,0
Ishøj,Liberal Alliance,2017,138,70,1,1,0,0
Ishøj,Danish Peoples Party (1997-),2005,1150,627,4,2,1,1
Ishøj,Danish Peoples Party (1997-),2009,1173,635,4,3,1,1
Ishøj,Danish Peoples Party (1997-),2013,1531,790,3,3,2,1
Ishøj,Danish Peoples Party (1997-),2017,1151,585,4,2,1,1
Ishøj,The Slesvig Party,2005,0,0,0,0,0,0
Ishøj,The Slesvig Party,2009,0,0,0,0,0,0
Ishøj,The Slesvig Party,2013,0,0,0,0,0,0
Ishøj,The Slesvig Party,2017,0,0,0,0,0,0
Ishøj,Liberal Democratic Party,2005,1453,1026,11,3,3,0
Ishøj,Liberal Democratic Party,2009,955,592,12,7,2,0
Ishøj,Liberal Democratic Party,2013,1300,805,8,3,2,0
Ishøj,Liberal Democratic Party,2017,1406,958,7,4,2,1
Ishøj,Unity List,2005,0,0,0,0,0,0
Ishøj,Unity List,2009,0,0,0,0,0,0
Ishøj,Unity List,2013,534,279,3,2,1,0
Ishøj,Unity List,2017,690,379,2,1,1,0
Ishøj,The Alternative,2005,0,0,0,0,0,0
Ishøj,The Alternative,2009,0,0,0,0,0,0
Ishøj,The Alternative,2013,0,0,0,0,0,0
Ishøj,The Alternative,2017,0,0,0,0,0,0
Ishøj,"Letters not reserved, total",2005,227,174,4,5,0,0
Ishøj,"Letters not reserved, total",2009,124,99,4,8,0,0
Ishøj,"Letters not reserved, total",2013,0,0,0,0,0,0
Ishøj,"Letters not reserved, total",2017,0,0,0,0,0,0
Lyngby-Taarbæk,Social Democratic Party,2005,6311,4396,11,5,2,3
Lyngby-Taarbæk,Social Democratic Party,2009,5418,3932,8,7,1,3
Lyngby-Taarbæk,Social Democratic Party,2013,6709,5106,7,5,3,2
Lyngby-Taarbæk,Social Democratic Party,2017,5723,4145,6,5,2,2
Lyngby-Taarbæk,Social Liberal Party,2005,3028,1550,6,8,1,1
Lyngby-Taarbæk,Social Liberal Party,2009,2502,1604,7,5,1,1
Lyngby-Taarbæk,Social Liberal Party,2013,2441,1445,5,5,1,0
Lyngby-Taarbæk,Social Liberal Party,2017,2604,1634,6,3,1,1
Lyngby-Taarbæk,Conservative Peoples Party,2005,7331,5182,12,6,5,2
Lyngby-Taarbæk,Conservative Peoples Party,2009,4941,3364,11,5,2,2
Lyngby-Taarbæk,Conservative Peoples Party,2013,7433,5851,9,5,3,2
Lyngby-Taarbæk,Conservative Peoples Party,2017,11192,9435,13,7,6,4
Lyngby-Taarbæk,Nye Borgerlige,2005,0,0,0,0,0,0
Lyngby-Taarbæk,Nye Borgerlige,2009,0,0,0,0,0,0
Lyngby-Taarbæk,Nye Borgerlige,2013,0,0,0,0,0,0
Lyngby-Taarbæk,Nye Borgerlige,2017,536,298,2,1,0,0
Lyngby-Taarbæk,Socialist Peoples Party,2005,2232,1211,3,4,1,1
Lyngby-Taarbæk,Socialist Peoples Party,2009,5020,2331,4,4,3,1
Lyngby-Taarbæk,Socialist Peoples Party,2013,2279,1621,6,7,1,1
Lyngby-Taarbæk,Socialist Peoples Party,2017,2406,1731,3,5,1,1
Lyngby-Taarbæk,Liberal Alliance,2005,0,0,0,0,0,0
Lyngby-Taarbæk,Liberal Alliance,2009,120,85,0,1,0,0
Lyngby-Taarbæk,Liberal Alliance,2013,1376,689,5,2,0,1
Lyngby-Taarbæk,Liberal Alliance,2017,907,495,4,2,0,0
Lyngby-Taarbæk,Danish Peoples Party (1997-),2005,1667,975,2,3,0,1
Lyngby-Taarbæk,Danish Peoples Party (1997-),2009,1588,704,2,0,1,0
Lyngby-Taarbæk,Danish Peoples Party (1997-),2013,1561,837,2,1,1,0
Lyngby-Taarbæk,Danish Peoples Party (1997-),2017,1059,569,2,1,0,0
Lyngby-Taarbæk,The Slesvig Party,2005,0,0,0,0,0,0
Lyngby-Taarbæk,The Slesvig Party,2009,0,0,0,0,0,0
Lyngby-Taarbæk,The Slesvig Party,2013,0,0,0,0,0,0
Lyngby-Taarbæk,The Slesvig Party,2017,0,0,0,0,0,0
Lyngby-Taarbæk,Liberal Democratic Party,2005,5183,3051,11,7,3,1
Lyngby-Taarbæk,Liberal Democratic Party,2009,6767,4378,10,10,2,4
Lyngby-Taarbæk,Liberal Democratic Party,2013,5849,4066,10,10,2,3
Lyngby-Taarbæk,Liberal Democratic Party,2017,3412,2304,11,5,1,1
Lyngby-Taarbæk,Unity List,2005,946,541,4,3,0,0
Lyngby-Taarbæk,Unity List,2009,667,395,2,4,0,0
Lyngby-Taarbæk,Unity List,2013,1717,802,4,5,1,0
Lyngby-Taarbæk,Unity List,2017,1426,670,4,5,1,0
Lyngby-Taarbæk,The Alternative,2005,0,0,0,0,0,0
Lyngby-Taarbæk,The Alternative,2009,0,0,0,0,0,0
Lyngby-Taarbæk,The Alternative,2013,0,0,0,0,0,0
Lyngby-Taarbæk,The Alternative,2017,1067,625,3,3,0,0
Lyngby-Taarbæk,"Letters not reserved, total",2005,649,499,4,5,0,0
Lyngby-Taarbæk,"Letters not reserved, total",2009,154,103,2,3,0,0
Lyngby-Taarbæk,"Letters not reserved, total",2013,1074,772,8,4,0,0
Lyngby-Taarbæk,"Letters not reserved, total",2017,220,178,2,0,0,0
Rødovre,Social Democratic Party,2005,10046,8104,13,6,6,5
Rødovre,Social Democratic Party,2009,8771,6859,11,7,6,5
Rødovre,Social Democratic Party,2013,9069,6830,10,5,5,4
Rødovre,Social Democratic Party,2017,10108,7739,10,6,7,4
Rødovre,Social Liberal Party,2005,851,396,5,3,1,0
Rødovre,Social Liberal Party,2009,411,202,3,1,0,0
Rødovre,Social Liberal Party,2013,688,279,6,0,0,0
Rødovre,Social Liberal Party,2017,433,162,4,0,0,0
Rødovre,Conservative Peoples Party,2005,1309,664,9,6,1,0
Rødovre,Conservative Peoples Party,2009,1267,666,6,4,1,0
Rødovre,Conservative Peoples Party,2013,1634,1114,8,7,2,0
Rødovre,Conservative Peoples Party,2017,2311,1524,10,6,3,0
Rødovre,Nye Borgerlige,2005,0,0,0,0,0,0
Rødovre,Nye Borgerlige,2009,0,0,0,0,0,0
Rødovre,Nye Borgerlige,2013,0,0,0,0,0,0
Rødovre,Nye Borgerlige,2017,227,131,1,0,0,0
Rødovre,Socialist Peoples Party,2005,1293,711,4,5,1,0
Rødovre,Socialist Peoples Party,2009,2414,955,4,6,2,1
Rødovre,Socialist Peoples Party,2013,1152,655,5,5,1,0
Rødovre,Socialist Peoples Party,2017,1279,710,6,4,1,0
Rødovre,Liberal Alliance,2005,0,0,0,0,0,0
Rødovre,Liberal Alliance,2009,0,0,0,0,0,0
Rødovre,Liberal Alliance,2013,329,119,3,0,0,0
Rødovre,Liberal Alliance,2017,279,111,2,2,0,0
Rødovre,Danish Peoples Party (1997-),2005,1937,885,4,0,2,0
Rødovre,Danish Peoples Party (1997-),2009,1937,908,3,0,3,0
Rødovre,Danish Peoples Party (1997-),2013,2685,1237,5,2,3,0
Rødovre,Danish Peoples Party (1997-),2017,1689,757,5,2,1,0
Rødovre,The Slesvig Party,2005,0,0,0,0,0,0
Rødovre,The Slesvig Party,2009,0,0,0,0,0,0
Rødovre,The Slesvig Party,2013,0,0,0,0,0,0
Rødovre,The Slesvig Party,2017,0,0,0,0,0,0
Rødovre,Liberal Democratic Party,2005,1799,854,7,3,1,1
Rødovre,Liberal Democratic Party,2009,1470,658,6,4,1,0
Rødovre,Liberal Democratic Party,2013,1895,756,5,3,2,0
Rødovre,Liberal Democratic Party,2017,1024,424,3,5,1,0
Rødovre,Unity List,2005,798,416,5,5,1,0
Rødovre,Unity List,2009,548,294,2,2,0,0
Rødovre,Unity List,2013,1949,787,6,4,2,0
Rødovre,Unity List,2017,1444,626,6,4,1,1
Rødovre,The Alternative,2005,0,0,0,0,0,0
Rødovre,The Alternative,2009,0,0,0,0,0,0
Rødovre,The Alternative,2013,0,0,0,0,0,0
Rødovre,The Alternative,2017,680,482,1,2,0,0
Rødovre,"Letters not reserved, total",2005,56,30,1,0,0,0
Rødovre,"Letters not reserved, total",2009,0,0,0,0,0,0
Rødovre,"Letters not reserved, total",2013,78,34,2,0,0,0
Rødovre,"Letters not reserved, total",2017,16,5,1,0,0,0
Vallensbæk,Social Democratic Party,2005,1830,1152,7,5,3,1
Vallensbæk,Social Democratic Party,2009,1743,1201,10,8,2,2
Vallensbæk,Social Democratic Party,2013,1745,1157,9,4,2,1
Vallensbæk,Social Democratic Party,2017,2147,1569,9,5,3,2
Vallensbæk,Social Liberal Party,2005,0,0,0,0,0,0
Vallensbæk,Social Liberal Party,2009,0,0,0,0,0,0
Vallensbæk,Social Liberal Party,2013,187,143,1,0,0,0
Vallensbæk,Social Liberal Party,2017,346,271,2,0,0,0
Vallensbæk,Conservative Peoples Party,2005,4271,3697,9,10,6,4
Vallensbæk,Conservative Peoples Party,2009,3855,3228,9,10,4,4
Vallensbæk,Conservative Peoples Party,2013,4309,3410,10,8,5,3
Vallensbæk,Conservative Peoples Party,2017,4319,3509,11,7,4,4
Vallensbæk,Nye Borgerlige,2005,0,0,0,0,0,0
Vallensbæk,Nye Borgerlige,2009,0,0,0,0,0,0
Vallensbæk,Nye Borgerlige,2013,0,0,0,0,0,0
Vallensbæk,Nye Borgerlige,2017,0,0,0,0,0,0
Vallensbæk,Socialist Peoples Party,2005,0,0,0,0,0,0
Vallensbæk,Socialist Peoples Party,2009,656,465,2,1,1,0
Vallensbæk,Socialist Peoples Party,2013,397,284,1,2,1,0
Vallensbæk,Socialist Peoples Party,2017,148,98,0,1,0,0
Vallensbæk,Liberal Alliance,2005,0,0,0,0,0,0
Vallensbæk,Liberal Alliance,2009,0,0,0,0,0,0
Vallensbæk,Liberal Alliance,2013,153,60,2,0,0,0
Vallensbæk,Liberal Alliance,2017,133,74,1,1,0,0
Vallensbæk,Danish Peoples Party (1997-),2005,263,130,2,0,0,0
Vallensbæk,Danish Peoples Party (1997-),2009,557,338,2,2,1,0
Vallensbæk,Danish Peoples Party (1997-),2013,845,475,4,2,1,1
Vallensbæk,Danish Peoples Party (1997-),2017,771,486,4,3,1,1
Vallensbæk,The Slesvig Party,2005,0,0,0,0,0,0
Vallensbæk,The Slesvig Party,2009,0,0,0,0,0,0
Vallensbæk,The Slesvig Party,2013,0,0,0,0,0,0
Vallensbæk,The Slesvig Party,2017,0,0,0,0,0,0
Vallensbæk,Liberal Democratic Party,2005,426,282,5,5,1,0
Vallensbæk,Liberal Democratic Party,2009,432,255,5,1,1,0
Vallensbæk,Liberal Democratic Party,2013,505,221,6,1,1,0
Vallensbæk,Liberal Democratic Party,2017,301,175,5,3,0,0
Vallensbæk,Unity List,2005,0,0,0,0,0,0
Vallensbæk,Unity List,2009,0,0,0,0,0,0
Vallensbæk,Unity List,2013,0,0,0,0,0,0
Vallensbæk,Unity List,2017,293,135,2,0,0,0
Vallensbæk,The Alternative,2005,0,0,0,0,0,0
Vallensbæk,The Alternative,2009,0,0,0,0,0,0
Vallensbæk,The Alternative,2013,0,0,0,0,0,0
Vallensbæk,The Alternative,2017,0,0,0,0,0,0
Vallensbæk,"Letters not reserved, total",2005,31,20,1,0,0,0
Vallensbæk,"Letters not reserved, total",2009,0,0,0,0,0,0
Vallensbæk,"Letters not reserved, total",2013,55,34,0,1,0,0
Vallensbæk,"Letters not reserved, total",2017,0,0,0,0,0,0
Allerød,Social Democratic Party,2005,1869,1271,10,5,3,0
Allerød,Social Democratic Party,2009,1818,1304,5,5,2,1
Allerød,Social Democratic Party,2013,2379,1799,6,5,2,2
Allerød,Social Democratic Party,2017,3017,2258,9,4,4,1
Allerød,Social Liberal Party,2005,787,455,9,4,0,1
Allerød,Social Liberal Party,2009,548,385,6,3,0,1
Allerød,Social Liberal Party,2013,897,628,6,3,0,1
Allerød,Social Liberal Party,2017,915,656,5,4,0,1
Allerød,Conservative Peoples Party,2005,2862,2344,12,2,3,2
Allerød,Conservative Peoples Party,2009,2514,1916,9,5,2,2
Allerød,Conservative Peoples Party,2013,3853,3322,10,4,4,2
Allerød,Conservative Peoples Party,2017,3144,2621,12,4,5,0
Allerød,Nye Borgerlige,2005,0,0,0,0,0,0
Allerød,Nye Borgerlige,2009,0,0,0,0,0,0
Allerød,Nye Borgerlige,2013,0,0,0,0,0,0
Allerød,Nye Borgerlige,2017,382,259,3,0,0,0
Allerød,Socialist Peoples Party,2005,2120,1755,3,3,2,1
Allerød,Socialist Peoples Party,2009,2140,1513,5,6,1,3
Allerød,Socialist Peoples Party,2013,879,648,4,3,1,0
Allerød,Socialist Peoples Party,2017,1298,998,4,7,2,0
Allerød,Liberal Alliance,2005,0,0,0,0,0,0
Allerød,Liberal Alliance,2009,0,0,0,0,0,0
Allerød,Liberal Alliance,2013,417,185,5,1,0,0
Allerød,Liberal Alliance,2017,367,196,4,0,0,0
Allerød,Danish Peoples Party (1997-),2005,441,224,2,0,0,0
Allerød,Danish Peoples Party (1997-),2009,559,240,2,2,1,0
Allerød,Danish Peoples Party (1997-),2013,592,255,1,3,1,0
Allerød,Danish Peoples Party (1997-),2017,539,221,3,1,0,0
Allerød,The Slesvig Party,2005,0,0,0,0,0,0
Allerød,The Slesvig Party,2009,0,0,0,0,0,0
Allerød,The Slesvig Party,2013,0,0,0,0,0,0
Allerød,The Slesvig Party,2017,0,0,0,0,0,0
Allerød,Liberal Democratic Party,2005,3187,2208,10,2,5,1
Allerød,Liberal Democratic Party,2009,2494,1714,10,2,3,1
Allerød,Liberal Democratic Party,2013,2528,1839,9,3,2,2
Allerød,Liberal Democratic Party,2017,2721,2011,8,4,3,2
Allerød,Unity List,2005,0,0,0,0,0,0
Allerød,Unity List,2009,169,96,3,0,0,0
Allerød,Unity List,2013,550,267,3,3,1,0
Allerød,Unity List,2017,641,404,5,4,1,0
Allerød,The Alternative,2005,0,0,0,0,0,0
Allerød,The Alternative,2009,0,0,0,0,0,0
